aetPValue,custPValue,dtfPValue,fwbtPValue,lrobPValue,mtPValue,retPValue,revtPValue,runsPValue,stPValue,lable
0.244,0.099,0.45,0.623,0.968,0.125,0.155,0.03,0.046,0.242,2
0.393,0.09,0.544,0.375,0.174,0.064,0.132,0.229,0.503,0.396,2
0.262,0.182,0.276,0.434,0.94,0.206,0.074,0.053,0.443,0.261,2
0.512,0.409,0.095,0.334,0.73,0.553,0,0.133,0.207,0.392,2
0.884,0.313,0.984,0.901,0.527,0.574,0.253,0.046,0.182,0.84,2
0.631,0.63,0.289,0.256,0.569,0.579,0,0.248,0.964,0.227,2
0.496,0.662,0.045,0.502,0.779,0.916,0.044,0.057,0.283,0.375,2
0.624,0.332,0.954,0.676,0.626,0.391,0,0.032,0.985,0.324,2
0.642,0.08,0.897,0.131,0.018,0.177,0.237,0.083,0.894,0.415,2
0.991,0.584,0.813,0.537,0.994,0.617,0.306,0.09,0.778,0.892,2
0.319,0.429,0.96,0.622,0.576,0.876,0.128,0.204,0.048,0.249,3
0.215,0.878,0.204,0.422,0.215,0.725,0.24,0.034,0.617,0.209,3
0.65,0.061,0.521,0.323,0.196,0.123,0.402,0.176,0.843,0.502,3
0.954,0.602,0.72,0.399,0.518,0.818,0,0.021,0.305,0.954,3
0.884,0.825,0.274,0.384,0.204,0.72,0.015,0.279,0.553,0.685,3
0.698,0.571,0.483,0.721,0.568,0.417,0.327,0.093,0.393,0.679,3
0.052,0.043,0.576,0.794,0.356,0.132,0,0.023,0.9,0.025,3
0.706,0.567,0.369,0.47,0.776,0.515,0,0,0.28,0.707,3
0.371,0.839,0.497,0.091,0.914,0.711,0,0.143,0.048,0.37,3
0.056,0.801,0.626,0.801,0.711,0.612,0,0.321,0.124,0.017,3
0.283,0.928,0.86,0.476,0.897,0.8,0.302,0.086,0.159,0.287,3
0.088,0.06,0.498,0.504,0.481,0.07,0.015,0.197,0.188,0.079,3
0.161,0.93,0.552,0.901,0.262,0.932,0.027,0,0.478,0.165,3
0,0.065,0.581,0,0.341,0.073,0.019,0.016,0.023,0,3
0.764,0.537,0.36,0.582,0.391,0.691,0.036,0.072,0.349,0.761,3
0.125,0.865,0.912,0.488,0.744,0.764,0.057,0.036,0.947,0.022,3
0.011,0.036,0.79,0.239,0.478,0.023,0,0,0.186,0.011,3
0.242,0.016,0.013,0.99,0.079,0.014,0,0.159,0.714,0.246,3
0.377,0.065,0.381,0.523,0.038,0.212,0.287,0.028,0.856,0.353,3
0.127,0.038,0.589,0.561,0.947,0.076,0.013,0.123,0.167,0.132,3
0.195,0.206,0.972,0.59,0.876,0.237,0,0.564,0.413,0.082,3
0.169,0.325,0.665,0.306,0.974,0.253,0.179,0.465,0.652,0.044,3
0.919,0.641,0.631,0.022,0.275,0.628,0.117,0.029,0.265,0.895,3
0.845,0.1,0.309,0.24,0.962,0.065,0.178,0.033,0.996,0.846,3
0.75,0.372,0.932,0.836,0.289,0.248,0.104,0.143,0.805,0.606,3
0.405,0.196,0.439,0.981,0.475,0.357,0,0.049,0.411,0.41,3
0.179,0.992,0.745,0.87,0.809,0.978,0.109,0.06,0.355,0.034,3
0.766,0.04,0.033,0.473,0.208,0.136,0.028,0.124,0.797,0.765,3
0.089,0.057,0.332,0.699,0.993,0.064,0,0.029,0.98,0.091,3
0.591,0.161,0.167,0.968,0.494,0.239,0.277,0.025,0.381,0.582,3
0.074,0.062,0.268,0.131,0.832,0.084,0.377,0.02,0.737,0.072,3
0.122,0,0.151,0.191,0.91,0,0.217,0.189,0.512,0.122,3
0.441,0.069,0.083,0.717,0.365,0.036,0,0,0.748,0.437,3
0.435,0.149,0.071,0.4,0.377,0.656,0.161,0.24,0.487,0.404,3
0.503,0.571,0.465,0.743,0.845,0.761,0.365,0.15,0.299,0.504,3
0.851,0.359,0.989,0.66,0.612,0.482,0.114,0.103,0.774,0.851,3
0.28,0.268,0.581,0.442,0.03,0.391,0.062,0.061,0.799,0.277,3
0.425,0.641,0.813,0.209,0.551,0.623,0.061,0.265,0.822,0.162,3
0.207,0.435,0.974,0.748,0.346,0.355,0.243,0.395,0.901,0.041,3
0.075,0,0.325,0.527,0.588,0,0.023,0.067,0.673,0.072,3
0.095,0.732,0.326,0.491,0.164,0.864,0.038,0.038,0.192,0.096,3
0.241,0.143,0.317,0.793,0.09,0.225,0.082,0.048,0.112,0.234,3
0.686,0.706,0.372,0.953,0.133,0.728,0.031,0.116,0.305,0.617,3
0.578,0.55,0.418,0.868,0.288,0.349,0.178,0.33,0.752,0.349,3
0.897,0.155,0.847,0.502,0.412,0.292,0.147,0.103,0.49,0.897,3
0.965,0.825,0.341,0.446,0.206,0.612,0.135,0.108,0.292,0.918,3
0.49,0.567,0.8,0.324,0.497,0.598,0.032,0.051,0.185,0.489,3
0.148,0.896,0.167,0.227,0.983,0.981,0.032,0.127,0.153,0.154,3
0.354,0.048,0.847,0.108,0.26,0.281,0.018,0.016,0.083,0.346,3
0.878,0.212,0.281,0.073,0.7,0.764,0.095,0,0.494,0.611,3
0.554,0.907,0.138,0.892,0.881,0.988,0.02,0.025,0.743,0.427,3
0.888,0.75,0.581,0.534,0.415,0.956,0.61,0.137,0.177,0.888,3
0.41,0.501,0.704,0.858,0.583,0.564,0.026,0.047,0.344,0.416,3
0.365,0.068,0.246,0.163,0.814,0.047,0,0.093,0.726,0.368,3
0.643,0.057,0.043,0.848,0.983,0.182,0.147,0.094,0.227,0.644,3
0.168,0.233,0.989,0.114,0.788,0.303,0.141,0.166,0.026,0.164,3
0.193,0.728,0.847,0.562,0.93,0.975,0.039,0.141,0.299,0.083,3
0.598,0.092,0.253,0.216,0.781,0.222,0.017,0.075,0.281,0.57,3
0.296,0.027,0.652,0.893,0.995,0.017,0.072,0.239,0.407,0.294,3
0.945,0.42,0.817,0.487,0.625,0.988,0.054,0.147,0.374,0.842,3
0.553,0.641,0.915,0.292,0.428,0.818,0.036,0.224,0.181,0.413,3
0.527,0.721,0.483,0.458,0.306,0.988,0.092,0.315,0.858,0.137,3
0.725,0.311,0.063,0.867,0.42,0.424,0.326,0.129,0.804,0.601,3
0.746,0.072,0.815,0.495,0.534,0.083,0.154,0.057,0.437,0.752,3
0.376,0.02,0.841,0.828,0.447,0.047,0,0.127,0.956,0.376,3
0.077,0.113,0.589,0.292,0.979,0.094,0,0.328,0.067,0.076,3
0.212,0.078,0.129,0.131,0.611,0.64,0,0.285,0.611,0.154,3
0.79,0.602,0.083,0.919,0.439,0.969,0.062,0.045,0.87,0.433,3
0.243,0.369,0.983,0.344,0.138,0.708,0.116,0.029,0.528,0.099,3
0.284,0.557,0.665,0.761,0.304,0.671,0.362,0.047,0.017,0.282,3
0.243,0.63,0.758,0.676,0.129,0.517,0.035,0,0.871,0.242,3
0.725,0.811,0.06,0.581,0.245,0.791,0,0,0.797,0.4,3
0.019,0.264,0.218,0.26,0.662,0.507,0.343,0.043,0,0.019,3
0.314,0.147,0.932,0.802,0.143,0.785,0.014,0.157,0.497,0.316,3
0.075,0.344,0.506,0.708,0.814,0.239,0.501,0.287,0.148,0.034,3
0,0.473,0.443,0.947,0.397,0.258,0.054,0,0.825,0,3
0.482,0.721,0.819,0.357,0,0.59,0.181,0.22,0.032,0.482,3
0.914,0.266,0.229,0.745,0.607,0.773,0,0,0.657,0.9,3
0.716,0.337,0.292,0.02,0.142,0.31,0.174,0.283,0.694,0.629,3
0.38,0.874,0.541,0.56,0.696,0.842,0.051,0.033,0.699,0.382,3
0.749,0.458,0.432,0.798,0.071,0.566,0.23,0.141,0.745,0.64,3
0.756,0.63,0.136,0.608,0.925,0.797,0.281,0.178,0.956,0.53,3
0.931,0.976,0.325,0.418,0.907,0.864,0.023,0.071,0.702,0.786,3
0.423,0.584,0.64,0.057,0.886,0.705,0.103,0.092,0.046,0.426,3
0.935,0.977,0.989,0.144,0.305,0.981,0.14,0.249,0.858,0.626,3
0.881,0.318,0.422,0.126,0.559,0.458,0.027,0,0.529,0.681,3
0.474,0.161,0.626,0.507,0.676,0.086,0.201,0.067,0.305,0.47,3
0.754,0.547,0.759,0.619,0.1,0.482,0.077,0,0.718,0.754,3
0.443,0.28,0.103,0.804,0.934,0.596,0.051,0,0.416,0.419,3
0.822,0.256,0.432,0.797,0.933,0.305,0.028,0.149,0.502,0.824,3
0.656,0.157,0.897,0.043,0.428,0.285,0.029,0.076,0.886,0.635,3
0.315,0.605,0.243,0.549,0.937,0.743,0.026,0.137,0.245,0.122,3
0.779,0.258,0.205,0.049,0.285,0.574,0.049,0.046,0.113,0.78,3
0.264,0.461,0.461,0.324,0.701,0.864,0.149,0.136,0.858,0.117,3
0,0.581,0.764,0.252,0.14,0.558,0.2,0.229,0.431,0,3
0.961,0.464,0.323,0.022,0.101,0.714,0.011,0.039,0.994,0.827,3
0.221,0.161,0.136,0.712,0.437,0.203,0.152,0.215,0.695,0.223,3
0.553,0.904,0.276,0.782,0.792,0.839,0.171,0.166,0.932,0.151,3
0.553,0.517,0.029,0.107,0.25,0.854,0.072,0.421,0.207,0.314,3
0.307,0.55,0.869,0.611,0.456,0.623,0.058,0.049,0.209,0.154,3
