aetPValue,custPValue,dtfPValue,fwbtPValue,lorbPValue,mtPValue,retPValue,revtPValue,rtPValue,stPValue,lable
0.275,0.153,0.848,0.93,0.097,0.12,0.183,0.394,0.958,0.275,0
0.717,0.881,0.852,0.131,0.289,0.956,0.028,0.193,0.862,0.519,0
0.29,0.574,0.77,0.872,0.101,0.807,0.081,0.226,0.783,0.058,0
0.409,0.423,0.93,0.439,0.93,0.375,0.159,0.211,0.265,0.336,0
0.201,0.833,0.66,0.958,0.192,0.951,0.027,0.188,0.375,0.201,0
0.03,0.12,0.656,0.552,0.952,0.123,0.071,0.201,0.135,0.03,0
0.821,0.544,0.151,0.771,0.017,0.324,0.013,0.138,0.222,0.821,0
0.175,0.054,0.315,0.899,0.079,0.037,0.023,0.011,0.548,0.174,0
0.019,0.018,0.748,0.133,0.89,0.021,0.115,0.28,0.017,0.019,0
0.129,0.781,0.038,0.222,0.99,0.966,0.072,0.215,0.236,0.129,0
0.025,0.02,0.118,0.369,0.611,0.013,0.479,0.235,0.62,0.025,0
0.194,0.088,0.555,0.988,0.421,0.098,0.035,0.074,0.452,0.193,0
0.632,0.385,0.263,0.284,0.922,0.785,0.052,0.079,0.885,0.497,0
0.878,0.666,0.719,0.738,0.799,0.941,0.495,0.392,0.326,0.878,0
0.574,0.485,0.653,0.574,0.253,0.471,0.061,0.045,0.649,0.268,0
0.403,0.134,0.386,0.251,0.653,0.077,0.023,0,0.469,0.403,2
0.208,0.878,0.969,0.428,0.75,0.919,0.241,0.247,0.567,0.208,2
0.663,0.821,0.149,0.464,0.208,0.932,0.084,0.031,0.439,0.468,2
0.779,0.612,0.514,0.798,0.266,0.533,0.017,0.33,0.702,0.587,2
0.708,0.868,0.967,0.632,0.397,0.614,0.313,0.353,0.617,0.324,2
0.676,0.974,0.734,0.919,0.988,0.966,0.029,0.305,0.179,0.529,2
0.092,0.414,0.205,0.309,0.354,0.758,0.401,0,0.192,0.046,2
0.684,0.527,0.344,0.637,0.031,0.379,0.18,0.101,0.687,0.462,2
0.54,0.681,0.816,0.694,0.258,0.674,0.101,0.094,0.792,0.541,2
0.316,0.152,0.939,0.815,0.37,0.311,0.161,0.156,0.231,0.317,2
0.675,0.673,0.915,0.806,0.656,0.545,0.123,0.148,0.872,0.675,2
0.542,0.235,0.063,0.535,0.75,0.212,0.012,0,0.677,0.543,2
0.196,0.756,0.173,0.582,0.217,0.592,0.22,0.161,0.036,0.195,2
0.529,0.425,0.59,0.296,0.526,0.276,0.195,0.307,0.729,0.531,2
0.384,0.617,0,0.33,0.142,0.922,0.269,0.47,0.481,0.331,2
0.556,0.418,0.079,0.552,0.574,0.574,0.103,0.322,0.844,0.209,2
0.687,0.234,0.954,0.424,0.262,0.502,0.018,0.059,0.422,0.68,2
0.294,0.441,0.635,0.887,0.933,0.591,0.169,0.16,0.436,0.294,2
0.231,0.912,0.34,0.412,0.259,0.746,0.035,0,0.59,0.106,2
0.711,0.483,0.827,0.237,0.324,0.405,0,0.038,0.509,0.712,2
0.534,0.541,0.408,0.422,0.753,1,0.233,0.213,0.155,0.293,2
0.112,0.644,0.476,0.735,0.944,0.987,0.09,0.089,0.114,0.113,2
0.521,0.871,0.032,0.527,0.247,0.854,0,0.366,0.637,0.173,2
0.572,0.773,0.62,0.907,0.98,0.597,0.264,0.091,0.129,0.475,2
0.963,0.911,0.053,0.552,0.93,0.814,0.033,0.224,0.671,0.771,2
0.62,0.977,0.91,0.764,0.23,0.983,0.228,0.084,0.536,0.242,2
0.915,0.808,0.139,0.165,0.573,0.693,0.126,0.343,0.415,0.806,2
0.252,0.396,0.065,0.657,0.458,0.609,0.023,0.161,0.683,0.198,2
0.788,0.6,0.958,0.992,0.99,0.844,0.059,0.129,0.993,0.626,2
0.607,0.389,0.576,0.705,0.866,0.577,0.086,0.225,0.09,0.607,2
0.671,0.264,0,0.392,0.444,0.602,0.091,0.035,0.168,0.55,2
0.213,0.076,0.516,0.608,0.719,0.133,0.062,0.068,0.275,0.212,2
0.301,0.654,0.962,0.045,0.501,0.719,0,0.089,0.372,0.301,2
0.01,0,0.723,0.06,0.946,0,0.259,0.258,0.91,0.01,2
0.689,0.745,0.756,0.581,0.263,0.486,0.024,0.049,0.364,0.612,2
0.298,0.279,0.074,0.088,0.684,0.28,0.195,0.088,0.505,0.299,2
0.055,0.863,0.167,0.042,0.037,0.963,0.035,0,0,0.055,2
0.931,0.745,0.524,0.262,0.574,0.961,0.176,0.137,0.64,0.813,2
0.88,0.532,0.443,0.162,0.057,0.89,0.065,0.198,0.764,0.656,2
0.973,0.253,0.223,0.435,0.84,0.622,0.164,0.135,0.845,0.776,2
0.373,0.169,0.299,0.362,0.435,0.115,0.096,0.126,0.119,0.373,2
0.446,0.933,0.777,0.927,0.186,0.843,0.248,0.133,0.453,0.14,2
0.071,0.356,0.887,0.169,0.822,0.418,0.031,0.279,0,0.07,2
0.455,0.565,0.462,0.982,0.796,0.457,0.044,0.295,0.991,0.326,2
0.132,0.015,0.671,0.157,0.53,0.012,0.035,0.016,0.725,0.132,2
0.875,0.856,0.637,0.546,0.11,0.933,0.048,0.095,0.3,0.733,2
0.1,0.669,0.207,0.178,0.452,0.988,0.13,0.035,0.766,0.056,2
0.045,0.798,0.965,0.79,0.197,0.872,0.275,0.646,0.556,0,2
0.941,0.892,0.078,0.583,0.035,0.716,0.36,0.018,0.392,0.742,2
0.077,0.133,0.161,0,0.296,0.173,0.053,0.137,0.979,0.078,2
0.317,0.235,0.841,0.227,0.507,0.567,0.205,0.057,0.576,0.3,2
0.209,0.535,0.958,0.524,0.738,0.611,0.095,0.156,0.631,0.054,2
0.822,0.631,0.405,0.591,0.987,0.864,0.238,0.058,0.623,0.822,2
0.084,0.523,0.847,0.438,0.255,0.507,0.092,0,0.763,0.085,2
0.746,0.978,0.813,0.679,0.865,0.967,0.128,0.05,0.62,0.554,2
0.618,0.717,0.1,0.477,0.95,0.756,0.062,0.319,0.77,0.535,2
0.188,0.09,0.961,0.595,0.705,0.128,0.057,0.045,0.325,0.188,2
0.178,0.512,0.848,0.643,0.556,0.395,0.417,0.203,0.344,0.112,2
0.603,0.298,0.928,0.779,0.826,0.21,0.021,0,0.829,0.395,2
0.385,0.054,0.599,0.468,0.101,0.06,0.137,0.26,0.802,0.386,2
0.386,0.087,0.85,0.198,0.072,0.068,0.017,0.049,0.651,0.386,2
0.533,0.072,0.1,0.588,0.648,0.076,0.262,0.048,0.252,0.531,2
0.72,0.369,0.964,0.732,0.813,0.542,0.132,0.096,0.134,0.632,2
0.725,0.465,0.121,0.148,0,0.716,0.017,0.418,0.773,0.412,2
0.495,0.15,0.066,0.023,0.933,0.299,0.28,0.185,0.752,0.235,2
0.878,0.378,0.054,0.514,0.103,0.208,0.779,0,0.751,0.806,2
0.996,0.781,0.186,0.696,0.801,0.955,0.309,0.146,0.761,0.933,2
0.713,0.434,0.903,0.113,0.516,0.649,0.013,0.308,0.231,0.535,2
0.271,0.179,0.4,0.074,0.95,0.402,0.082,0.057,0.85,0.126,2
0.365,0.816,0.584,0.833,0.601,0.621,0.067,0.141,0.117,0.367,2
0.551,0.249,0.083,0.89,0.376,0.172,0.078,0.09,0.345,0.553,2
0.389,0.186,0.908,0.75,0.453,0.445,0.077,0.107,0.874,0.389,2
0.605,0.042,0.216,0.681,0.895,0.066,0.016,0,0.721,0.605,2
0.978,0.836,0.463,0.394,0.584,0.769,0.131,0.041,0.472,0.945,2
0.129,0.067,0.392,0.487,0.63,0.049,0.162,0.185,0.908,0.107,2
0.906,0.625,0.154,0.356,0,0.885,0.292,0.028,0.504,0.72,2
0.46,0.216,0.658,0.411,0.968,0.481,0.083,0.1,0.067,0.46,2
0.712,0.316,0.305,0.465,0.325,0.452,0.032,0.144,0.736,0.35,2
0.363,0.758,0.829,0.327,0.79,0.922,0.384,0.101,0.509,0.191,2
0.747,0.389,0.018,0.949,0.537,0.319,0.021,0.172,0.22,0.715,2
0.229,0.588,0.301,0.706,0.016,0.857,0.072,0.199,0.173,0.098,2
0.709,0.295,0.058,0.032,0,0.673,0,0.01,0.052,0.709,2
0.583,0.155,0.603,0.59,0.929,0.272,0.011,0.193,0.127,0.584,2
0.1,0.824,0.699,0.822,0.792,0.987,0.312,0.081,0.01,0.101,2
0.316,0.745,0.402,0.668,0.085,0.904,0.5,0.257,0.574,0.316,2
0.073,0.279,0.794,0.181,0.244,0.934,0.127,0.213,0.165,0.016,2
0.546,0.449,0.197,0.439,0.557,0.847,0.069,0.16,0.138,0.545,2
0.308,0.546,0.107,0.555,0.6,0.336,0.065,0,0.312,0.155,2
0.567,0.273,0.081,0.185,0.522,0.787,0.217,0.135,0.073,0.567,2
0.6,0.252,0.395,0.719,0.304,0.266,0.125,0.247,0.333,0.6,2
0.977,0.325,0.907,0.045,0.384,0.644,0.256,0.025,0.7,0.848,2
0.519,0.1,0.139,0,0.282,0.091,0.041,0.071,0.968,0.518,2
0.724,0.188,0.763,0.287,0.777,0.605,0.097,0.144,0.673,0.335,2
0.084,0.767,0.607,0.609,0.947,0.982,0.031,0,0.148,0.048,2
0.718,0.758,0.999,0.109,0.789,0.553,0.17,0.114,0.222,0.597,2
0.426,0.26,0.857,0.102,0.592,0.714,0.057,0.037,0.387,0.188,2
0.398,0.26,0.989,0.148,0.305,0.36,0.078,0.031,0.795,0.398,2
0.768,0.218,0.046,0.943,0.375,0.383,0.226,0.449,0.844,0.56,2
0.993,0.74,0.558,0.524,0.71,0.744,0.07,0.02,0.68,0.944,2
0.881,0.254,0.683,0.722,0.108,0.486,0.111,0,0.971,0.551,2
