model_name,task_type,algorithm_pair,ciphertext_size,train_size,test_size,accuracy,precision,recall,f1_score,training_time,random_seed,timestamp
HKNNRF,multiclass,5-class,64KB,400,100,0.14,0.1585306577480491,0.14,0.14298770057255955,0.18800759315490723,42,2026-09-16T22:11:58.402027
MLP,multiclass,5-class,64KB,400,100,0.18,0.08307210031347961,0.18,0.11071219512195121,3.758016347885132,42,2026-09-16T22:12:02.168494
CNN,multiclass,5-class,64KB,400,100,0.17,0.17014354838709678,0.17,0.16436116082394642,7.171612739562988,42,2026-09-16T22:12:09.356283
SVM,multiclass,5-class,256KB,400,100,0.16,0.1369774844720497,0.16,0.1384266973740658,0.11217713356018066,42,2026-09-16T22:12:09.489916
KNN,multiclass,5-class,256KB,400,100,0.19,0.22845135035146136,0.19,0.17778195475385997,0.03317523002624512,42,2026-09-16T22:12:09.552535
RF,multiclass,5-class,256KB,400,100,0.21,0.20719298245614035,0.21,0.19459030624547866,0.18980956077575684,42,2026-09-16T22:12:09.766338
HKNNRF,multiclass,5-class,256KB,400,100,0.25,0.2844297898897441,0.25,0.2329039046060323,0.6804804801940918,42,2026-09-16T22:12:10.475328
MLP,multiclass,5-class,256KB,400,100,0.15,0.22926470588235293,0.15,0.11137583485124469,11.226067066192627,42,2026-09-16T22:12:21.716050
CNN,multiclass,5-class,256KB,400,100,0.24,0.14148977604673807,0.24,0.13767084095492707,12.547218322753906,42,2026-09-16T22:12:34.275954
SVM,multiclass,5-class,512KB,400,100,0.16,0.15070458952811894,0.16,0.13451737451737453,0.08294916152954102,42,2026-09-16T22:12:34.370417
KNN,multiclass,5-class,512KB,400,100,0.22,0.2043693263258481,0.22,0.18482393830780924,0.024236440658569336,42,2026-09-16T22:12:34.410797
RF,multiclass,5-class,512KB,400,100,0.21,0.21687394957983192,0.21,0.20659373088216434,0.1543571949005127,42,2026-09-16T22:12:34.589488
HKNNRF,multiclass,5-class,512KB,400,100,0.18,0.20155601261483613,0.18,0.16872846098378014,0.6773030757904053,42,2026-09-16T22:12:35.298540
MLP,multiclass,5-class,512KB,400,100,0.18,0.13286821705426355,0.18,0.14375939849624061,5.1938536167144775,42,2026-09-16T22:12:40.503211
CNN,multiclass,5-class,512KB,400,100,0.23,0.2015219512195122,0.23,0.2078112625088761,7.783191442489624,42,2026-09-16T22:12:48.293451
SVM,binary,AES and 3DES,1kb,160,40,0.35,0.3451406649616368,0.35,0.3467171717171717,0.013081073760986328,42,2026-09-16T22:12:48.318907
KNN,binary,AES and 3DES,1kb,160,40,0.425,0.4233585858585858,0.425,0.4239157762413576,0.013282060623168945,42,2026-09-16T22:12:48.342301
RF,binary,AES and 3DES,1kb,160,40,0.575,0.57625,0.575,0.5752657911194496,0.06663393974304199,42,2026-09-16T22:12:48.417928
HKNNRF,binary,AES and 3DES,1kb,160,40,0.475,0.4802083333333333,0.475,0.4700502828409805,0.24353623390197754,42,2026-09-16T22:12:48.668723
MLP,binary,AES and 3DES,1kb,160,40,0.525,0.7625,0.525,0.40797101449275364,3.4563937187194824,42,2026-09-16T22:12:52.133695
CNN,binary,AES and 3DES,1kb,160,40,0.475,0.22562500000000002,0.475,0.3059322033898305,5.154134035110474,42,2026-09-16T22:12:57.295091
SVM,binary,AES and Blowfish,1kb,160,40,0.425,0.4276515151515151,0.425,0.423921200750469,0.011007070541381836,42,2026-09-16T22:12:57.314218
KNN,binary,AES and Blowfish,1kb,160,40,0.475,0.47625,0.475,0.47532833020637905,0.01035308837890625,42,2026-09-16T22:12:57.333232
RF,binary,AES and Blowfish,1kb,160,40,0.525,0.5201923076923076,0.525,0.5142811089619601,0.04220128059387207,42,2026-09-16T22:12:57.381545
HKNNRF,binary,AES and Blowfish,1kb,160,40,0.525,0.5375,0.525,0.5144444444444444,0.19913792610168457,42,2026-09-16T22:12:57.590241
MLP,binary,AES and Blowfish,1kb,160,40,0.0,0.0,0.0,0.0,9.700829267501831,42,2026-09-16T22:13:07.303788
CNN,binary,AES and Blowfish,1kb,160,40,0.0,0.0,0.0,0.0,15.565911054611206,42,2026-09-16T22:13:22.880381
SVM,binary,AES and CAST,1kb,160,40,0.45,0.45,0.45,0.45,0.01721334457397461,42,2026-09-16T22:13:22.916511
KNN,binary,AES and CAST,1kb,160,40,0.4,0.38933333333333336,0.4,0.39079283887468036,0.019935131072998047,42,2026-09-16T22:13:22.944741
RF,binary,AES and CAST,1kb,160,40,0.45,0.4261755485893417,0.45,0.4206666666666667,0.06856083869934082,42,2026-09-16T22:13:23.019757
HKNNRF,binary,AES and CAST,1kb,160,40,0.5,0.5025062656641603,0.5,0.5,0.23163986206054688,42,2026-09-16T22:13:23.261808
MLP,binary,AES and CAST,1kb,160,40,0.0,0.0,0.0,0.0,17.604502201080322,42,2026-09-16T22:13:40.878882
CNN,binary,AES and CAST,1kb,160,40,0.125,0.23863636363636362,0.125,0.1640625,19.165635108947754,42,2026-09-16T22:14:00.057186
SVM,binary,AES and RC2,1kb,160,40,0.525,0.5291666666666667,0.525,0.524108818011257,0.01857471466064453,42,2026-09-16T22:14:00.085158
KNN,binary,AES and RC2,1kb,160,40,0.525,0.5238636363636363,0.525,0.5241043368950346,0.014997005462646484,42,2026-09-16T22:14:00.111307
RF,binary,AES and RC2,1kb,160,40,0.55,0.5473333333333333,0.55,0.5430946291560103,0.062030792236328125,42,2026-09-16T22:14:00.181929
HKNNRF,binary,AES and RC2,1kb,160,40,0.6,0.6,0.6,0.6,0.22468781471252441,42,2026-09-16T22:14:00.417119
MLP,binary,AES and RC2,1kb,160,40,0.0,0.0,0.0,0.0,16.28599452972412,42,2026-09-16T22:14:16.710635
CNN,binary,AES and RC2,1kb,160,40,0.0,0.0,0.0,0.0,17.96311330795288,42,2026-09-16T22:14:34.683463
SVM,binary,3DES and CAST,1kb,160,40,0.45,0.4522556390977444,0.45,0.45,0.01800394058227539,42,2026-09-16T22:14:34.769230
KNN,binary,3DES and CAST,1kb,160,40,0.4,0.4,0.4,0.4,0.016105175018310547,42,2026-09-16T22:14:34.797441
RF,binary,3DES and CAST,1kb,160,40,0.3,0.3,0.3,0.3,0.06347966194152832,42,2026-09-16T22:14:34.870240
HKNNRF,binary,3DES and CAST,1kb,160,40,0.475,0.4802083333333333,0.475,0.4700502828409805,0.2458512783050537,42,2026-09-16T22:14:35.126937
MLP,binary,3DES and CAST,1kb,160,40,0.525,0.275625,0.525,0.3614754098360656,17.595448970794678,42,2026-09-16T22:14:52.736879
CNN,binary,3DES and CAST,1kb,160,40,0.525,0.275625,0.525,0.3614754098360656,20.453306913375854,42,2026-09-16T22:15:13.202793
SVM,binary,3DES and RC2,1kb,160,40,0.525,0.52625,0.525,0.5252970606629143,0.016278982162475586,42,2026-09-16T22:15:13.226837
KNN,binary,3DES and RC2,1kb,160,40,0.525,0.521875,0.525,0.5204761904761904,0.011793136596679688,42,2026-09-16T22:15:13.246708
RF,binary,3DES and RC2,1kb,160,40,0.6,0.6030075187969924,0.6,0.6,0.06237030029296875,42,2026-09-16T22:15:13.317134
HKNNRF,binary,3DES and RC2,1kb,160,40,0.575,0.5734375,0.575,0.5709523809523809,0.19374370574951172,42,2026-09-16T22:15:13.518164
MLP,binary,3DES and RC2,1kb,160,40,0.525,0.275625,0.525,0.3614754098360656,17.75280475616455,42,2026-09-16T22:15:31.285144
CNN,binary,3DES and RC2,1kb,160,40,0.525,0.275625,0.525,0.3614754098360656,19.37899398803711,42,2026-09-16T22:15:50.671952
SVM,binary,AES and 3DES,8kb,160,40,0.55,0.5474358974358975,0.55,0.5359375,0.013809919357299805,42,2026-09-16T22:15:50.819011
KNN,binary,AES and 3DES,8kb,160,40,0.475,0.4736111111111111,0.475,0.47401005656819617,0.015554189682006836,42,2026-09-16T22:15:50.843295
RF,binary,AES and 3DES,8kb,160,40,0.4,0.40200501253132825,0.4,0.4,0.05427885055541992,42,2026-09-16T22:15:50.907096
HKNNRF,binary,AES and 3DES,8kb,160,40,0.525,0.5238636363636363,0.525,0.5241043368950346,0.21382451057434082,42,2026-09-16T22:15:51.127152
MLP,binary,AES and 3DES,8kb,160,40,0.575,0.6208333333333333,0.575,0.5473008558262015,3.610103130340576,42,2026-09-16T22:15:54.745437
CNN,binary,AES and 3DES,8kb,160,40,0.575,0.5854166666666666,0.575,0.5709930861093652,4.483469247817993,42,2026-09-16T22:15:59.238147
SVM,binary,AES and Blowfish,8kb,159,40,0.5,0.5025062656641603,0.5,0.5,0.018618106842041016,42,2026-09-16T22:15:59.268180
KNN,binary,AES and Blowfish,8kb,159,40,0.525,0.52625,0.525,0.5252970606629143,0.013576984405517578,42,2026-09-16T22:15:59.296037
RF,binary,AES and Blowfish,8kb,159,40,0.5,0.5051150895140666,0.5,0.49749373433583965,0.0523524284362793,42,2026-09-16T22:15:59.355307
HKNNRF,binary,AES and Blowfish,8kb,159,40,0.45,0.45358056265984653,0.45,0.44724310776942355,0.21163463592529297,42,2026-09-16T22:15:59.573487
MLP,binary,AES and Blowfish,8kb,159,40,0.0,0.0,0.0,0.0,10.256745338439941,42,2026-09-16T22:16:09.837458
CNN,binary,AES and Blowfish,8kb,159,40,0.0,0.0,0.0,0.0,6.540014982223511,42,2026-09-16T22:16:16.386468
SVM,binary,AES and CAST,8kb,160,40,0.55,0.5797805642633229,0.55,0.5265625,0.013796806335449219,42,2026-09-16T22:16:16.408109
KNN,binary,AES and CAST,8kb,160,40,0.4,0.39590792838874683,0.4,0.396969696969697,0.012039661407470703,42,2026-09-16T22:16:16.428185
RF,binary,AES and CAST,8kb,160,40,0.325,0.3261363636363636,0.325,0.32373358348968106,0.0485076904296875,42,2026-09-16T22:16:16.487623
HKNNRF,binary,AES and CAST,8kb,160,40,0.525,0.5328125,0.525,0.5205216844751728,0.20819306373596191,42,2026-09-16T22:16:16.704011
MLP,binary,AES and CAST,8kb,160,40,0.0,0.0,0.0,0.0,15.668075561523438,42,2026-09-16T22:16:32.379438
CNN,binary,AES and CAST,8kb,160,40,0.0,0.0,0.0,0.0,5.91032338142395,42,2026-09-16T22:16:38.302639
SVM,binary,AES and RC2,8kb,159,40,0.575,0.57625,0.575,0.5752657911194496,0.020565271377563477,42,2026-09-16T22:16:38.335259
KNN,binary,AES and RC2,8kb,159,40,0.4,0.39590792838874683,0.4,0.396969696969697,0.014865875244140625,42,2026-09-16T22:16:38.358570
RF,binary,AES and RC2,8kb,159,40,0.45,0.4466751918158568,0.45,0.44722222222222224,0.04807448387145996,42,2026-09-16T22:16:38.413919
HKNNRF,binary,AES and RC2,8kb,159,40,0.6,0.6081841432225064,0.6,0.5979949874686717,0.267167329788208,42,2026-09-16T22:16:38.690956
MLP,binary,AES and RC2,8kb,159,40,0.0,0.0,0.0,0.0,17.704289197921753,42,2026-09-16T22:16:56.402376
CNN,binary,AES and RC2,8kb,159,40,0.0,0.0,0.0,0.0,22.64805841445923,42,2026-09-16T22:17:19.062031
SVM,binary,3DES and Blowfish,8kb,160,40,0.575,0.57625,0.575,0.5752657911194496,0.01912999153137207,42,2026-09-16T22:17:19.093596
KNN,binary,3DES and Blowfish,8kb,160,40,0.625,0.6380208333333334,0.625,0.6214644877435576,0.013476371765136719,42,2026-09-16T22:17:19.116529
RF,binary,3DES and Blowfish,8kb,160,40,0.575,0.5734375,0.575,0.5709523809523809,0.06931877136230469,42,2026-09-16T22:17:19.196714
HKNNRF,binary,3DES and Blowfish,8kb,160,40,0.625,0.6243686868686869,0.625,0.6242928975487116,0.2434382438659668,42,2026-09-16T22:17:19.451118
MLP,binary,3DES and Blowfish,8kb,160,40,0.525,0.275625,0.525,0.3614754098360656,26.764950037002563,42,2026-09-16T22:17:46.231343
CNN,binary,3DES and Blowfish,8kb,160,40,0.525,0.275625,0.525,0.3614754098360656,31.300891637802124,42,2026-09-16T22:18:17.538489
SVM,binary,3DES and CAST,8kb,160,40,0.575,0.5743131868131868,0.575,0.5654094132817538,0.009745359420776367,42,2026-09-16T22:18:17.555414
KNN,binary,3DES and CAST,8kb,160,40,0.35,0.3451406649616368,0.35,0.3467171717171717,0.008778810501098633,42,2026-09-16T22:18:17.569831
RF,binary,3DES and CAST,8kb,160,40,0.525,0.5291666666666667,0.525,0.524108818011257,0.03897833824157715,42,2026-09-16T22:18:17.614595
HKNNRF,binary,3DES and CAST,8kb,160,40,0.45,0.45358056265984653,0.45,0.44724310776942355,0.16188502311706543,42,2026-09-16T22:18:17.783089
MLP,binary,3DES and CAST,8kb,160,40,0.525,0.275625,0.525,0.3614754098360656,26.24903893470764,42,2026-09-16T22:18:44.056172
CNN,binary,3DES and CAST,8kb,160,40,0.525,0.275625,0.525,0.3614754098360656,30.503234148025513,42,2026-09-16T22:19:14.583275
SVM,binary,3DES and RC2,8kb,160,40,0.55,0.5473333333333333,0.55,0.5430946291560103,0.023335933685302734,42,2026-09-16T22:19:14.632265
KNN,binary,3DES and RC2,8kb,160,40,0.5,0.4946666666666667,0.5,0.4923273657289002,0.03540301322937012,42,2026-09-16T22:19:14.694304
RF,binary,3DES and RC2,8kb,160,40,0.5,0.4946666666666667,0.5,0.4923273657289002,0.1279010772705078,42,2026-09-16T22:19:14.849034
HKNNRF,binary,3DES and RC2,8kb,160,40,0.55,0.5482097186700766,0.55,0.5477272727272727,0.6329741477966309,42,2026-09-16T22:19:15.511340
MLP,binary,3DES and RC2,8kb,160,40,0.525,0.275625,0.525,0.3614754098360656,30.616765022277832,42,2026-09-16T22:19:46.136415
CNN,binary,3DES and RC2,8kb,160,40,0.525,0.275625,0.525,0.3614754098360656,24.1834135055542,42,2026-09-16T22:20:10.329913
SVM,binary,Blowfish and CAST,8kb,160,40,0.5,0.4974424552429667,0.5,0.4974747474747474,0.025018930435180664,42,2026-09-16T22:20:10.364427
KNN,binary,Blowfish and CAST,8kb,160,40,0.475,0.4604166666666667,0.475,0.4532258064516129,0.014413833618164062,42,2026-09-16T22:20:10.389254
RF,binary,Blowfish and CAST,8kb,160,40,0.525,0.5291666666666667,0.525,0.524108818011257,0.04810142517089844,42,2026-09-16T22:20:10.443284
HKNNRF,binary,Blowfish and CAST,8kb,160,40,0.575,0.5734375,0.575,0.5709523809523809,0.20389604568481445,42,2026-09-16T22:20:10.654909
MLP,binary,Blowfish and CAST,8kb,160,40,0.0,0.0,0.0,0.0,16.83174753189087,42,2026-09-16T22:20:27.497804
CNN,binary,Blowfish and CAST,8kb,160,40,0.0,0.0,0.0,0.0,29.431984186172485,42,2026-09-16T22:20:56.941122
SVM,binary,Blowfish and RC2,8kb,160,40,0.625,0.625,0.625,0.6214285714285713,0.02282238006591797,42,2026-09-16T22:20:56.976630
KNN,binary,Blowfish and RC2,8kb,160,40,0.55,0.5482097186700766,0.55,0.5477272727272727,0.02183079719543457,42,2026-09-16T22:20:57.009738
RF,binary,Blowfish and RC2,8kb,160,40,0.625,0.625,0.625,0.6214285714285713,0.16773366928100586,42,2026-09-16T22:20:57.204153
HKNNRF,binary,Blowfish and RC2,8kb,160,40,0.525,0.52625,0.525,0.5252970606629143,0.6165120601654053,42,2026-09-16T22:20:57.848449
MLP,binary,Blowfish and RC2,8kb,160,40,0.0,0.0,0.0,0.0,23.787556648254395,42,2026-09-16T22:21:21.647913
CNN,binary,Blowfish and RC2,8kb,160,40,0.0,0.0,0.0,0.0,17.99153757095337,42,2026-09-16T22:21:39.647579
SVM,binary,CAST and RC2,8kb,160,40,0.4,0.4,0.4,0.39090909090909093,0.013516902923583984,42,2026-09-16T22:21:39.669644
KNN,binary,CAST and RC2,8kb,160,40,0.525,0.5238636363636363,0.525,0.5241043368950346,0.013205289840698242,42,2026-09-16T22:21:39.692006
RF,binary,CAST and RC2,8kb,160,40,0.4,0.4,0.4,0.4,0.06171131134033203,42,2026-09-16T22:21:39.762428
HKNNRF,binary,CAST and RC2,8kb,160,40,0.475,0.4784090909090909,0.475,0.474015009380863,0.19287705421447754,42,2026-09-16T22:21:39.962777
MLP,binary,CAST and RC2,8kb,160,40,0.0,0.0,0.0,0.0,15.686906576156616,42,2026-09-16T22:21:55.658709
CNN,binary,CAST and RC2,8kb,160,40,0.0,0.0,0.0,0.0,17.0400550365448,42,2026-09-16T22:22:12.707375
SVM,binary,AES and 3DES,64kb,160,40,0.525,0.5238636363636363,0.525,0.5241043368950346,0.015845537185668945,42,2026-09-16T22:22:12.732396
KNN,binary,AES and 3DES,64kb,160,40,0.45,0.4522556390977444,0.45,0.45,0.015312433242797852,42,2026-09-16T22:22:12.760117
RF,binary,AES and 3DES,64kb,160,40,0.575,0.5741161616161616,0.575,0.574198617221873,0.05394124984741211,42,2026-09-16T22:22:12.823152
HKNNRF,binary,AES and 3DES,64kb,160,40,0.525,0.521875,0.525,0.5204761904761904,0.20714235305786133,42,2026-09-16T22:22:13.037283
MLP,binary,AES and 3DES,64kb,160,40,0.425,0.4233585858585858,0.425,0.4239157762413576,7.326286792755127,42,2026-09-16T22:22:20.373470
CNN,binary,AES and 3DES,64kb,160,40,0.475,0.48303571428571423,0.475,0.45367504835589945,5.325762987136841,42,2026-09-16T22:22:25.708008
SVM,binary,AES and Blowfish,64kb,160,40,0.575,0.5734375,0.575,0.5709523809523809,0.014147520065307617,42,2026-09-16T22:22:25.730484
KNN,binary,AES and Blowfish,64kb,160,40,0.5,0.5051150895140666,0.5,0.49749373433583965,0.01633286476135254,42,2026-09-16T22:22:25.757081
RF,binary,AES and Blowfish,64kb,160,40,0.375,0.37310606060606066,0.375,0.3738214959145192,0.10074281692504883,42,2026-09-16T22:22:25.865070
HKNNRF,binary,AES and Blowfish,64kb,160,40,0.475,0.4660714285714286,0.475,0.46315280464216635,0.17900562286376953,42,2026-09-16T22:22:26.051799
MLP,binary,AES and Blowfish,64kb,160,40,0.0,0.0,0.0,0.0,11.43003225326538,42,2026-09-16T22:22:37.490986
CNN,binary,AES and Blowfish,64kb,160,40,0.0,0.0,0.0,0.0,4.826553583145142,42,2026-09-16T22:22:42.326296
SVM,binary,AES and CAST,64kb,160,40,0.5,0.4914529914529915,0.5,0.484375,0.01703190803527832,42,2026-09-16T22:22:42.352667
KNN,binary,AES and CAST,64kb,160,40,0.425,0.41875,0.425,0.41952380952380947,0.015098810195922852,42,2026-09-16T22:22:42.377582
RF,binary,AES and CAST,64kb,160,40,0.475,0.4660714285714286,0.475,0.46315280464216635,0.05595803260803223,42,2026-09-16T22:22:42.442383
HKNNRF,binary,AES and CAST,64kb,160,40,0.45,0.442,0.45,0.44156010230179027,0.2084636688232422,42,2026-09-16T22:22:42.661846
MLP,binary,AES and CAST,64kb,160,40,0.0,0.0,0.0,0.0,15.318217992782593,42,2026-09-16T22:22:57.987897
CNN,binary,AES and CAST,64kb,160,40,0.05,0.35,0.05,0.0875,5.48507022857666,42,2026-09-16T22:23:03.482052
SVM,binary,AES and RC2,64kb,160,40,0.55,0.5482097186700766,0.55,0.5477272727272727,0.019924163818359375,42,2026-09-16T22:23:03.513968
KNN,binary,AES and RC2,64kb,160,40,0.575,0.5799242424242423,0.575,0.574202626641651,0.013158798217773438,42,2026-09-16T22:23:03.539790
RF,binary,AES and RC2,64kb,160,40,0.625,0.6243686868686869,0.625,0.6242928975487116,0.05640220642089844,42,2026-09-16T22:23:03.602311
HKNNRF,binary,AES and RC2,64kb,160,40,0.5,0.4914529914529915,0.5,0.484375,0.19525384902954102,42,2026-09-16T22:23:03.809785
MLP,binary,AES and RC2,64kb,160,40,0.0,0.0,0.0,0.0,14.672725200653076,42,2026-09-16T22:23:18.493883
CNN,binary,AES and RC2,64kb,160,40,0.0,0.0,0.0,0.0,17.158693075180054,42,2026-09-16T22:23:35.661207
SVM,binary,3DES and Blowfish,64kb,160,40,0.5,0.5051150895140666,0.5,0.49749373433583965,0.01865220069885254,42,2026-09-16T22:23:35.693919
KNN,binary,3DES and Blowfish,64kb,160,40,0.65,0.6597186700767264,0.65,0.6482456140350876,0.011902570724487305,42,2026-09-16T22:23:35.715195
RF,binary,3DES and Blowfish,64kb,160,40,0.4,0.4,0.4,0.4,0.05244326591491699,42,2026-09-16T22:23:35.777395
HKNNRF,binary,3DES and Blowfish,64kb,160,40,0.475,0.4736111111111111,0.475,0.47401005656819617,0.20757389068603516,42,2026-09-16T22:23:35.992404
MLP,binary,3DES and Blowfish,64kb,160,40,0.525,0.275625,0.525,0.3614754098360656,14.569765567779541,42,2026-09-16T22:23:50.570261
CNN,binary,3DES and Blowfish,64kb,160,40,0.525,0.275625,0.525,0.3614754098360656,17.23675274848938,42,2026-09-16T22:24:07.815720
SVM,binary,3DES and CAST,64kb,160,40,0.475,0.4703125,0.475,0.47000000000000003,0.015214920043945312,42,2026-09-16T22:24:07.840281
KNN,binary,3DES and CAST,64kb,160,40,0.5,0.4974424552429667,0.5,0.4974747474747474,0.009206056594848633,42,2026-09-16T22:24:07.857745
RF,binary,3DES and CAST,64kb,160,40,0.55,0.5473333333333333,0.55,0.5430946291560103,0.0419461727142334,42,2026-09-16T22:24:07.907539
HKNNRF,binary,3DES and CAST,64kb,160,40,0.475,0.4703125,0.475,0.47000000000000003,0.20393061637878418,42,2026-09-16T22:24:08.124502
MLP,binary,3DES and CAST,64kb,160,40,0.525,0.275625,0.525,0.3614754098360656,15.71851634979248,42,2026-09-16T22:24:23.852779
CNN,binary,3DES and CAST,64kb,160,40,0.525,0.275625,0.525,0.3614754098360656,17.517534732818604,42,2026-09-16T22:24:41.378908
SVM,binary,3DES and RC2,64kb,160,40,0.5,0.4974424552429667,0.5,0.4974747474747474,0.016764402389526367,42,2026-09-16T22:24:41.409690
KNN,binary,3DES and RC2,64kb,160,40,0.5,0.4974424552429667,0.5,0.4974747474747474,0.015007257461547852,42,2026-09-16T22:24:41.434308
RF,binary,3DES and RC2,64kb,160,40,0.55,0.55,0.55,0.55,0.05891895294189453,42,2026-09-16T22:24:41.499280
HKNNRF,binary,3DES and RC2,64kb,160,40,0.375,0.34375,0.375,0.34907834101382484,0.20637106895446777,42,2026-09-16T22:24:41.713841
MLP,binary,3DES and RC2,64kb,160,40,0.525,0.275625,0.525,0.3614754098360656,15.063141822814941,42,2026-09-16T22:24:56.786188
CNN,binary,3DES and RC2,64kb,160,40,0.525,0.275625,0.525,0.3614754098360656,19.374940872192383,42,2026-09-16T22:25:16.170974
SVM,binary,Blowfish and CAST,64kb,160,40,0.375,0.37689393939393934,0.375,0.3738273921200751,0.015668630599975586,42,2026-09-16T22:25:16.200596
KNN,binary,Blowfish and CAST,64kb,160,40,0.5,0.4974424552429667,0.5,0.4974747474747474,0.01332545280456543,42,2026-09-16T22:25:16.224156
RF,binary,Blowfish and CAST,64kb,160,40,0.525,0.5201923076923076,0.525,0.5142811089619601,0.04811429977416992,42,2026-09-16T22:25:16.279643
HKNNRF,binary,Blowfish and CAST,64kb,160,40,0.45,0.4522556390977444,0.45,0.45,0.2206876277923584,42,2026-09-16T22:25:16.507385
MLP,binary,Blowfish and CAST,64kb,160,40,0.0,0.0,0.0,0.0,15.413044929504395,42,2026-09-16T22:25:31.927698
CNN,binary,Blowfish and CAST,64kb,160,40,0.0,0.0,0.0,0.0,17.270936965942383,42,2026-09-16T22:25:49.207672
SVM,binary,Blowfish and RC2,64kb,160,40,0.4,0.40204603580562653,0.4,0.3969924812030075,0.014703512191772461,42,2026-09-16T22:25:49.232921
KNN,binary,Blowfish and RC2,64kb,160,40,0.5,0.5025062656641603,0.5,0.5,0.01577472686767578,42,2026-09-16T22:25:49.258646
RF,binary,Blowfish and RC2,64kb,160,40,0.4,0.40204603580562653,0.4,0.3969924812030075,0.060595035552978516,42,2026-09-16T22:25:49.327759
HKNNRF,binary,Blowfish and RC2,64kb,160,40,0.475,0.47625,0.475,0.47532833020637905,0.18261289596557617,42,2026-09-16T22:25:49.517805
MLP,binary,Blowfish and RC2,64kb,160,40,0.0,0.0,0.0,0.0,16.110607147216797,42,2026-09-16T22:26:05.635790
CNN,binary,Blowfish and RC2,64kb,160,40,0.0,0.0,0.0,0.0,18.52281928062439,42,2026-09-16T22:26:24.165510
SVM,binary,CAST and RC2,64kb,160,40,0.45,0.45,0.45,0.45,0.013657808303833008,42,2026-09-16T22:26:24.187356
KNN,binary,CAST and RC2,64kb,160,40,0.45,0.45358056265984653,0.45,0.44724310776942355,0.011252880096435547,42,2026-09-16T22:26:24.207182
RF,binary,CAST and RC2,64kb,160,40,0.4,0.4,0.4,0.4,0.06602072715759277,42,2026-09-16T22:26:24.280153
HKNNRF,binary,CAST and RC2,64kb,160,40,0.5,0.4946666666666667,0.5,0.4923273657289002,0.21539020538330078,42,2026-09-16T22:26:24.503120
MLP,binary,CAST and RC2,64kb,160,40,0.0,0.0,0.0,0.0,15.380781173706055,42,2026-09-16T22:26:39.893521
CNN,binary,CAST and RC2,64kb,160,40,0.0,0.0,0.0,0.0,17.96207094192505,42,2026-09-16T22:26:57.865433
SVM,binary,AES and 3DES,256kb,160,40,0.425,0.4276515151515151,0.425,0.423921200750469,0.016150951385498047,42,2026-09-16T22:26:57.896621
KNN,binary,AES and 3DES,256kb,160,40,0.525,0.5238636363636363,0.525,0.5241043368950346,0.015098810195922852,42,2026-09-16T22:26:57.924228
RF,binary,AES and 3DES,256kb,160,40,0.45,0.454,0.45,0.4416666666666666,0.05641937255859375,42,2026-09-16T22:26:57.989438
HKNNRF,binary,AES and 3DES,256kb,160,40,0.5,0.5025062656641603,0.5,0.5,0.20900607109069824,42,2026-09-16T22:26:58.205514
